#LIBRARY    INDEN-Aug2023
#REACTION   MN-55(N,G)MN-56,SIG
#NUCLEUS    Mn-55
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     6e+07
#E,eV        Sig,b        Interpolation
 1655.53     1.01738      Lin-Lin
 1655.59     1.08771      Lin-Lin
 1655.66     1.16285      Lin-Lin
 1655.72     1.24294      Lin-Lin
 1655.82     1.3726       Lin-Lin
 1655.91     1.51391      Lin-Lin
 1656.01     1.66699      Lin-Lin
 1656.1      1.83176      Lin-Lin
 1656.2      2.00796      Lin-Lin
 1656.32     2.24672      Lin-Lin
 1656.45     2.52901      Lin-Lin
 1656.59     2.82759      Lin-Lin
 1656.82     3.36492      Lin-Lin
 1657.13     4.08806      Lin-Lin
 1657.28     4.42966      Lin-Lin
 1657.43     4.74322      Lin-Lin
 1657.55     4.95337      Lin-Lin
 1657.69     5.17408      Lin-Lin
 1657.79     5.30586      Lin-Lin
 1657.89     5.41081      Lin-Lin
 1657.99     5.48708      Lin-Lin
 1658.09     5.53251      Lin-Lin
 1658.2      5.54861      Lin-Lin
 1658.3      5.53335      Lin-Lin
 1658.41     5.47972      Lin-Lin
 1658.52     5.3953       Lin-Lin
 1658.62     5.28578      Lin-Lin
 1658.73     5.14981      Lin-Lin
 1658.84     4.96383      Lin-Lin
 1658.96     4.75018      Lin-Lin
 1659.11     4.43761      Lin-Lin
 1659.27     4.0968       Lin-Lin
 1659.75     2.9687       Lin-Lin
 1659.91     2.6079       Lin-Lin
 1660.03     2.35114      Lin-Lin
 1660.12     2.15617      Lin-Lin
 1660.22     1.97153      Lin-Lin
 1660.31     1.79791      Lin-Lin
 1660.41     1.63576      Lin-Lin
 1660.51     1.48531      Lin-Lin
 1660.6      1.3466       Lin-Lin
 1660.67     1.26058      Lin-Lin
 1660.73     1.17963      Lin-Lin
 1660.79     1.10365      Lin-Lin
 1660.86     1.03249      Lin-Lin
 1660.92     0.966013     Lin-Lin
 1660.98     0.904049     Lin-Lin
 1661.05     0.846417     Lin-Lin
 1661.12     0.783676     Lin-Lin
 1661.2      0.726384     Lin-Lin
 1661.27     0.674206     Lin-Lin
 1661.35     0.626803     Lin-Lin
 1661.43     0.583836     Lin-Lin
 1661.5      0.544973     Lin-Lin
 1661.58     0.50989      Lin-Lin
 1661.65     0.478275     Lin-Lin
 1661.72     0.452837     Lin-Lin
 1661.79     0.429701     Lin-Lin
 1661.85     0.408678     Lin-Lin
 1661.92     0.389589     Lin-Lin
 1661.99     0.372263     Lin-Lin
 1662.05     0.356543     Lin-Lin
 1662.16     0.335656     Lin-Lin
 1662.26     0.317602     Lin-Lin
 1662.36     0.301984     Lin-Lin
 1662.46     0.28845      Lin-Lin
 1662.56     0.276695     Lin-Lin
 1662.66     0.266456     Lin-Lin
 1662.78     0.255854     Lin-Lin
 1662.89     0.247722     Lin-Lin
 1663.05     0.237373     Lin-Lin
 1663.21     0.228792     Lin-Lin
 1663.37     0.221585     Lin-Lin
 1663.58     0.213606     Lin-Lin
 1663.8      0.207037     Lin-Lin
 1664.01     0.201524     Lin-Lin
 1664.34     0.194724     Lin-Lin
 1664.62     0.189799     Lin-Lin
 1664.98     0.184722     Lin-Lin
 1665.33     0.180545     Lin-Lin
 1665.87     0.175523     Lin-Lin
 1666.4      0.171595     Lin-Lin
 1666.93     0.168462     Lin-Lin
 1667.81     0.164531     Lin-Lin
